org_name	addr	contact_phone
嘉仕美整形外科診所	台北市忠孝東路4段230號	02-27310909
嘉仕萌診所	台北市忠孝東路4段230號	02-27315909
亞瑞士醫美診所	台北市忠孝東路4段231號	27319636
黃文香兒科診所	台北市忠孝東路4段250號	27313305
微媞時尚診所	台北市忠孝東路4段250號	02-27219663
健樂士診所	台北市忠孝東路4段270號	800085568
薇晶中醫診所	台北市忠孝東路4段270號	87717892
橘子牙醫診所	台北市忠孝東路4段299號	27780877
史邁爾牙醫診所	台北市忠孝東路4段299號	87717797
安鉑診所	台北市忠孝東路4段2號	02-27315735
魏牙醫診所	台北市忠孝東路4段2號	27517250
君綺大安診所	台北市忠孝東路4段30號	02-27313808
君綺忠孝診所	台北市忠孝東路4段30號	27313808
程國慶牙醫診所	台北市忠孝東路4段329號	02-87715456
哈曼整合醫學診所	台北市忠孝東路4段341號	27721663
佳美診所	台北市忠孝東路4段341號	27511133
永茂診所	台北市忠孝東路4段50號	02-27714273
奐采美診所	台北市忠孝東路4段50號	87718833
恩典中醫診所	台北市忠孝東路4段51之6號	27210238
薇娜時尚美學診所	台北市忠孝東路4段53之2號	87715328
伊容診所	台北市忠孝東路4段55號	2711-2250
美之約醫美診所	台北市忠孝東路4段60號	02-27751770
晶晏時尚診所	台北市忠孝東路4段67之3號	02-87713068
真愛貝齒牙醫診所	台北市忠孝東路4段67之4號	27715018
膚適美診所	台北市忠孝東路4段76號	27782883
蔡文苑耳鼻喉科診所	台北市忠孝東路三段199號	227751912
林繼國診所	台北市忠孝東路三段217巷1弄12號	227315568
嵐亭中醫診所	台北市忠孝東路三段217巷2弄7號	87731809
蔡國仁內兒科診所	台北市忠孝東路三段217巷4弄21號	227511916
許醫師復健科診所	台北市忠孝東路三段217巷4弄8號	27520752
電眼美人診所	台北市忠孝東路三段239號	27889600
亮采牙醫診所	台北市忠孝東路三段241號	27112777
安婕診所	台北市忠孝東路三段247之1號	27715989
懷生牙醫診所	台北市忠孝東路三段248巷9之1號	227721825
立大牙醫診所	台北市忠孝東路三段251巷4弄10號	227215491
康和中醫診所	台北市忠孝東路三段251巷5弄1號	27810990
尚凌診所	台北市忠孝東路三段257號	27113711
生活家牙醫診所	台北市忠孝東路三段283號	27766338
杰歌莎時尚診所	台北市忠孝東路三段283號	27731181
楊永萬中醫診所	台北市忠孝東路三段289號	227411238
天津牙醫診所	台北市忠孝東路三段86號	227718109
尚群牙醫診所	台北市忠孝東路三段197之4號	227817400
介良中醫診所	台北市忠孝東路三段154號	27311252
洪醫師診所	台北市忠孝東路三段217巷2弄6號	27713737.28
致強牙醫診所	台北市忠孝東路三段二一七巷六弄2之1號	227719524
宏秀堂中醫診所	台北市忠孝東路三段229號	27710877
祥光診所	台北市忠孝東路三段86號	27313379
巨星整形外科診所	台北市忠孝東路四段107號	27528985
銘妍診所	台北市忠孝東路四段107號	27819123
晉安中醫診所	台北市忠孝東路四段112號	227819703
忠孝眼科診所	台北市忠孝東路四段112號	227815800
孩子王牙醫診所	台北市忠孝東路四段120之7號	02-8772-0561
美麗靚妍診所	台北市忠孝東路四段124之2號	02-87726775
聖宜診所	台北市忠孝東路四段126之24號	87725021
耐斯醫美診所	台北市忠孝東路四段126之6號	27780111
司鉑診所	台北市忠孝東路四段128號	02-27723114
幸福婦產科診所	台北市忠孝東路四段128號	27762222
忠孝神話醫美診所	台北市忠孝東路四段134號	02-87733163
喬雅時尚診所	台北市忠孝東路四段147巷1號	27715833
大仁診所	台北市忠孝東路四段153號	87710778
靚世紀診所	台北市忠孝東路四段155號	27785111
台北竹善堂中醫診所	台北市忠孝東路四段15號	27217733
奧拉克診所	台北市忠孝東路四段15號	27789849
光能身心診所	台北市忠孝東路四段15號	27214322
理想家牙醫診所	台北市忠孝東路四段162號	02-27720128
艾萊克時尚診所	台北市忠孝東路四段162號	02-27511027
明曜牙醫診所	台北市忠孝東路四段170巷5弄16號	227419896
忠孝世賓婦產科診所	台北市忠孝東路四段176號	27116500
敦化麗思醫美診所	台北市忠孝東路四段177號	02-27781732
金郁婦產科診所	台北市忠孝東路四段177號	87716117
永恩牙醫診所	台北市忠孝東路四段177號	227215157
維藝美學牙醫診所	台北市忠孝東路四段183號	27510416
光彩時尚診所	台北市忠孝東路四段191號	87715150
忠孝雅美姬時尚診所	台北市忠孝東路四段191號	27117080
光澤診所	台北市忠孝東路四段1號	27786565
明道牙醫診所	台北市忠孝東路四段205巷9號	227782910
張尚哲婦產科診所	台北市忠孝東路四段210號	227721222
忠孝淨妍診所	台北市忠孝東路四段212號	02-27315030
白宮牙醫診所	台北市忠孝東路四段216巷11弄4號	227511990
僑展牙醫診所	台北市忠孝東路四段216巷16號	227521587
統領牙醫診所	台北市忠孝東路四段216巷32弄1號	227214837
育群中醫診所	台北市忠孝東路四段216巷32弄8號	27218171
偉靈牙醫診所	台北市忠孝東路四段216巷44號	227516488
貝爾牙醫診所	台北市忠孝東路四段218之1號	27788068
達文西牙醫診所	台北市忠孝東路四段218號	02-27781929
水天使診所	台北市忠孝東路四段220號	02-27313312
城東牙醫診所	台北市忠孝東路四段220號	02-27788879
雅丰美膚診所	台北市忠孝東路四段220號	02-87735306
雅丰麗緻診所	台北市忠孝東路四段220號	02-87735308
唯心中醫診所	台北市忠孝東路四段220號	02-87735308
丰雅時尚診所	台北市忠孝東路四段221號	27517700
安美中醫診所	台北市忠孝東路四段223巷38號	27111200
加得牙醫診所	台北市忠孝東路四段223巷9號	87715525
蔡博庸整形外科診所	台北市忠孝東路四段231號	227713797
雅丰唯心中醫診所	台北市忠孝東路四段235號	02-87735308
揚名牙醫診所	台北市忠孝東路四段250號	227737656
延吉美皮膚專科診所	台北市忠孝東路四段250號	02-87718906
惠天牙醫診所	台北市忠孝東路四段276號	227510403
泛美診所	台北市忠孝東路四段289號	27713375
麗晶整形外科診所	台北市忠孝東路四段2號	27314008
微整形外科診所	台北市忠孝東路四段2號	27714088
璞真中醫診所	台北市忠孝東路四段311號	27751885
羅丹診所	台北市忠孝東路四段312號	27318037
女神時尚診所	台北市忠孝東路四段329號	27526931
翰佑牙醫診所	台北市忠孝東路四段330號	227110508
台北仁悅皮膚科診所	台北市忠孝東路四段333號	27721179
王修含皮膚科診所	台北市忠孝東路四段333號	27812100
玉東京診所	台北市忠孝東路四段333號	27810199
華特診所	台北市忠孝東路四段341號	
美成中醫診所	台北市忠孝東路四段341號	27527890
麗華中醫診所	台北市忠孝東路四段48號	27785258
極緻皮膚科診所	台北市忠孝東路四段49巷2號	27500066
新圓山診所	台北市忠孝東路四段50號	27218056
永悅診所	台北市忠孝東路四段50號	27311949
巧聖牙醫診所	台北市忠孝東路四段57號	27760899
御絨中醫診所	台北市忠孝東路四段60號	23770335
緻美診所	台北市忠孝東路四段67之2號	27719038
生髮診所	台北市忠孝東路四段67之5號	27781000
藝術家診所	台北市忠孝東路四段71之2號	87739790
好美時尚診所	台北市忠孝東路四段73之21號	87734318
慧安牙醫診所	台北市忠孝東路四段75之7號	87738643
經華牙醫診所	台北市忠孝東路四段76號	227717493
中心診所醫療財團法人中心綜合醫院	台北市忠孝東路四段77號	227510221
經典整形外科診所	台北市忠孝東路四段94之5號	287736600
大安整形外科診所	台北市忠孝東路四段112號	27519557
澄品牙醫診所	台北市忠孝東路四段一七O巷十八弄18號	27527575
霍天年整形外科診所	台北市忠孝東路四段191號	87718468
怡豪牙醫診所	台北市忠孝東路四段120號	27527275
薇妮斯整形外科診所	台北市忠孝東路四段120之12號	27523008
梁偉中整形外科診所	台北市忠孝東路四段124之4號	227716660
非凡整形外科診所	台北市忠孝東路四段162號	02 27214808  27511088
非凡皮膚科診所	台北市忠孝東路四段166號	27511088  27214808
忠孝大學眼科診所	台北市忠孝東路四段76號	27407890
優名整形外科診所	台北市忠孝東路四段二一六巷32弄20號	87737030
儷人整形外科診所	台北市忠孝東路四段60號	27775317
白石牙醫診所	台北市杭州南路2段107號	23568080
嘉德麗雅診所	台北市東豐街1號	27013355
同心婦產科診所	台北市東豐街26號	27010020
吳濬哲骨科診所	台北市東豐街52號	27542658
寶吉祥中醫診所	台北市東豐街54號	27081082
蔡牙醫診所	台北市東豐街56號	227060471
懷仁牙醫診所	台北市東豐街57號	227033253
上德牙醫診所	台北市臥龍街一五一巷74號	227339426
金品牙醫診所	台北市金山南路2段142之1號	33937617
李婦產科診所	台北市金山南路2段31巷9號	23218879
捷安牙醫診所	台北市金山南路2段3號	02-23911568
維納斯時尚診所	台北市金山南路2段3號	02-2321-2278
健全聯合診所	台北市金山南路二段152號	23943266
杏心診所	台北市金山南路二段218號	23278799
麗水皮膚專科診所	台北市金山南路二段3號	23582828
輝揚牙醫診所	台北市金山南路二段3號	223567691
金華牙醫診所	台北市金華街118號	23936091
美登牙醫診所	台北市金華街162之4號	23560277
麗水牙醫診所	台北市金華街199巷1弄8號	223947212
倫泰牙醫診所	台北市金華街215號	223221867
見安牙醫診所	台北市金華街241號	23969763
華漾皮膚專科診所	台北市金華街249號	33222211
景福中醫診所	台北市青田街5巷19號	23515766
古道堂中醫診所	台北市青田街6巷8號	223926739
孫利銳中醫診所	台北市青田街8號	223511119
達仁診所	台北市信義路2段208號	02-23940006
甘露中醫診所	台北市信義路2段44巷10之2號	23936338
中央公園精品牙醫診所	台北市信義路3段147巷11弄19號	02-23250199
聰葭牙醫診所	台北市信義路3段158號	27020020
佶安中醫診所	台北市信義路3段172號	27075199
新麗新醫美診所	台北市信義路3段178號	27060666
台加牙醫診所	台北市信義路3段202號	25771629
昱捷診所	台北市信義路3段202號	27002709
佳安牙醫診所	台北市信義路3段31巷9之2號	27011182
敦煌牙醫診所	台北市信義路4段 25號	223255918
安禾眼科診所	台北市信義路4段151號	27052277
杏誠復健科診所	台北市信義路4段173號	27061732
集誠中醫診所	台北市信義路4段181之2號	27018602
康軒牙醫診所	台北市信義路4段189號	27099987
唯美風時尚診所	台北市信義路4段1號	27007099
復安牙醫診所	台北市信義路4段25號	270668880
夏爾診所	台北市信義路4段265巷54號	02-2325-5508
醫心堂中醫診所	台北市信義路4段267號	27840007
群英整形外科診所	台北市信義路4段279號	(02)2702-9880/2709-3369
敦里牙醫診所	台北市信義路4段306號	27018822
首爾醫美診所	台北市信義路4段382號	27556653
捷靚皮膚專科診所	台北市信義路4段45號	27076606
童話時尚診所	台北市信義路4段98號	27555888
信義牙醫診所	台北市信義路二段 142號	23223707
環球診所	台北市信義路二段184號	33937178
鑫辰牙醫診所	台北市信義路二段198巷8之1號	223219490
椰林牙醫診所	台北市信義路二段226號	223913638
信恩整形外科診所	台北市信義路二段72號	223932388
粗淡中醫診所	台北市信義路二段80號	223919307
秋江外科診所	台北市信義路二段178號	23211793
曾皮膚科診所	台北市信義路二段38號	33222386
翔恩牙醫診所	台北市信義路三段106號	27057001
星星親子眼科診所	台北市信義路三段114號	27080809
名格牙醫診所	台北市信義路三段122之1號	227557059
升來中醫診所	台北市信義路三段128號	227074184
十全牙醫診所	台北市信義路三段134巷48號	227097244
衛生福利部中央健康保險署臺北第二聯合門診中心	台北市信義路三段140號	227849101
洪介文牙醫診所	台北市信義路三段147巷17弄19之1號	227091380
新聖整形外科診所	台北市信義路三段149號	02-27550077
新潔明牙醫診所	台北市信義路三段149號	27041919
凡登整形外科診所	台北市信義路三段149號	27038858
健全醫美診所	台北市信義路三段151號	27018018
采葳時尚醫美診所	台北市信義路三段162之39號	223250227
愛群中醫診所	台北市信義路三段178號	55998333
愛群婦產科診所	台北市信義路三段178號	27083011
黃崇禮皮膚科診所	台北市信義路三段192之1號	27053055
胡桃鉗牙醫診所	台北市信義路三段200號	27090033
群智牙醫診所	台北市信義路三段106號	27007202
長春中醫診所	台北市信義路三段190之2號	27555977
百安堂中醫診所	台北市信義路三段162號	27021991
田安然中醫診所	台北市信義路四段137號	27556622
林孟文牙醫診所	台北市信義路四段143號	27047800
陳瑞鵬婦產科診所	台北市信義路四段177號	227541639
國安牙醫診所	台北市信義路四段179號	227045858
春天診所	台北市信義路四段184號	27007798
張少萌婦產科診所	台北市信義路四段199巷2號	227000101
信義英爵醫美診所	台北市信義路四段206號	02-27030181
品程牙醫診所	台北市信義路四段233號	27550198
陳運瑩中醫診所	台北市信義路四段265巷10弄2之1號	27039415
以法大診所	台北市信義路四段265巷2號	02-2703-6161
正品牙醫診所	台北市信義路四段265巷3之2號	227417394
通化延吉診所	台北市信義路四段265巷36號	27059009
高嘉汾牙醫診所	台北市信義路四段265巷46號	227078097
大安元氣堂中醫診所	台北市信義路四段265巷48號	27062218
張度牙醫診所	台北市信義路四段30巷22弄7號	27071897
首都牙醫診所	台北市信義路四段313號	227088510
鄭耳鼻喉科診所	台北市信義路四段341號	227036670
怡登維美牙醫診所	台北市信義路四段380號	02-2702-1088
詹骨科診所	台北市信義路四段53巷6號	227078046
奕品牙醫診所	台北市信義路四段55號	27089190
吳坤光婦產科診所	台北市信義路四段59號	227059320
實美整形外科診所	台北市信義路四段63號	227542000
世貿牙醫診所	台北市信義路四段311號	27542401
深浦中醫診所	台北市建國南路1段176號	227719760
尹書田醫療財團法人書田泌尿科眼科診所	台北市建國南路2段276號	23690211
榮新診所	台北市建國南路2段276號	23623258
柏登牙醫診所	台北市建國南路一段152號	27728883
植善牙醫診所	台北市建國南路一段152號	87735152
柏堅牙醫診所	台北市建國南路一段160號	227313786
一家牙醫診所	台北市建國南路二段151巷44號	27030528
立?診所	台北市建國南路二段151巷52號	27075826
潤弘診所	台北市建國南路二段276號	23690211
樂健診所	台北市建國南路二段69巷28號	27070032
新鑫耳鼻喉科診所	台北市師大路105巷13號	223621201
全家福牙醫診所	台北市師大路105巷1號	223660341
王暉政眼科診所	台北市師大路110號	223629033
金翎牙醫診所	台北市師大路121號	223639896
孫診所	台北市師大路126巷22號	223623005
黃禎祥診所	台北市師大路71號	223626607
黃禎憲皮膚科診所	台北市師大路71號	223681919
侯牙醫診所	台北市師大路83巷5號	223632908
采悅牙醫診所	台北市師大路92巷8之1號	33652000
天慈中醫診所	台北市師大路一O二巷3號	23638226
王叔岩牙醫診所	台北市泰順街10號	223637345
金龍堂中醫診所	台北市泰順街17號	223636868
吉升堂中醫診所	台北市泰順街44巷13號	23625430
泰福牙醫診所	台北市泰順街60巷8號	223630318
全方位牙醫診所	台北市泰順街四十四巷2號	23696667
逸群牙醫診所	台北市基隆路2段210號	227327195
景崧現代中醫診所	台北市基隆路二段148號	（02）87322299
張渝醫師診所	台北市基隆路二段270號	227321318
銘揚牙醫診所	台北市基隆路二段160號	27386366
光復牙醫診所	台北市通化街12巷6號	227055132
得康牙醫診所	台北市通化街137號	223784668
博恩牙醫診所	台北市通化街146號	227334877
林當淳內兒科診所	台北市通化街38巷7號	227090191
美齡牙醫診所	台北市通化街39巷50弄58號	227365701
國仁中醫診所	台北市通化街57巷29號	227035703
同心堂中醫診所	台北市通化街85號	27365029
呂小兒科診所	台北市通化街24巷6號	27000708
陳俊松診所	台北市通化街88號	27373227
保源中醫診所	台北市通化街十九巷7號	２７０８９４３３
通化牙醫診所	台北市通化街44號	7060291
八號牙醫診所	台北市通安街19巷1號	02-27081227
宗翰牙醫診所	台北市富陽街104號	227332059
大安?眼明眼科診所	台北市復興南路1段103號	27781988
全美診所	台北市復興南路1段127號	02-27415528
京都堂中醫診所	台北市復興南路1段130號	27728186
維昕時尚診所	台北市復興南路1段137號	87716966
菁英牙醫診所	台北市復興南路1段213號	2731-5042
安麗整形外科診所	台北市復興南路1段215號	8772-2366
貝爾雅醫美診所	台北市復興南路1段222號	66386688
瀚群骨科診所	台北市復興南路1段227號	87736903
優活麗診所	台北市復興南路1段259號	27848658
台灣地區婦幼衛生中心醫療財團法人婦幼保健診所	台北市復興南路1段285號	27056156
極緻美學牙醫診所	台北市復興南路1段305號	27017600
米羅美漾診所	台北市復興南路1段323號	27008855
米洛斯整形外科診所	台北市復興南路1段323號	27000164
芙蕾亞時尚診所	台北市復興南路1段70號	87732823
楷鈞診所	台北市復興南路2段139號	27091188
嘉士美牙醫診所	台北市復興南路2段148巷35號	27075166
愛育牙醫診所	台北市復興南路2段193巷7號	227059704
群佳儷診所	台北市復興南路2段237號	27557300
星采整形外科診所	台北市復興南路2段27號	27017600
磐石牙醫診所	台北市復興南路2段283號	27059402
西雅圖牙醫診所	台北市復興南路2段302號	27326565
樸秀中醫診所	台北市復興南路2段35號	27555650
宇寧身心診所	台北市復興南路2段6號	27080706
至維牙醫診所	台北市復興南路2段8號	27095050
葳亞娜診所	台北市復興南路一段128號	87725990
廣大牙醫診所	台北市復興南路一段133號	227314872
鴻林牙醫診所	台北市復興南路一段135巷11號	227733790
元華牙醫診所	台北市復興南路一段135巷17號	227813010
晨曦生活診所	台北市復興南路一段135巷27號	27525677
青花瓷養生中醫診所	台北市復興南路一段135巷7號	27028000
林靜毅牙醫診所	台北市復興南路一段200號	87713302
奧美醫美診所	台北市復興南路一段200號	27116168
比鼻八千代診所	台北市復興南路一段200號	02-25638251
藝林整形外科診所	台北市復興南路一段204號	27712883
新華陀牙醫診所	台北市復興南路一段206號	27784988
爾雅中醫診所	台北市復興南路一段215號	
美加仁愛醫美診所	台北市復興南路一段227號	55886889
銀河台北診所	台北市復興南路一段243號	77308658
蓓緹美人診所	台北市復興南路一段243號	27087000
陳偉寶泌尿科診所	台北市復興南路一段249號	27050529
佳音診所	台北市復興南路一段261之3號	227054430
愛玩美診所	台北市復興南路一段321號	27077686
達安診所	台北市復興南路一段321號	02-27040012
欣美精神科診所	台北市復興南路一段342號	23253218
合睿牙醫診所	台北市復興南路一段72號	27720180
得人牙醫診所	台北市復興南路一段一0七巷五弄6號	27735889
顧巧雲中醫診所	台北市復興南路一段115號	227528552
仲禎牙醫診所	台北市復興南路一段一三五巷27號	27786668
安德牙醫診所	台北市復興南路一段92之4號	227513978
群容牙醫診所	台北市復興南路一段90號	227113423
立祥牙醫診所	台北市復興南路二段110號	227008143
太君中醫診所	台北市復興南路二段110號	27036120
何政道耳鼻喉科診所	台北市復興南路二段148巷46號	23250010
超群牙醫診所	台北市復興南路二段148巷7之1號	227556304
世旻牙醫診所	台北市復興南路二段151巷13號	27081398
涂白河診所	台北市復興南路二段151巷21號	223250159
劉耳鼻喉科診所	台北市復興南路二段151巷27號	27546060
宗聖牙醫診所	台北市復興南路二段151巷8之1號	227086823
大安耳鼻喉科診所	台北市復興南路二段163號	02-27005855
京禾中醫診所	台北市復興南路二段173之1號	27099566
光慧診所	台北市復興南路二段176號	02-27555627
復興牙醫診所	台北市復興南路二段180巷8號	227013053
永誠復健科診所	台北市復興南路二段236號	27071608
吳致毅牙醫診所	台北市復興南路二段292號	227358399
大勝牙醫診所	台北市復興南路二段320號	227360911
吉辰中醫診所	台北市復興南路二段321號	227387666
亞典牙醫診所	台北市復興南路二段82號	27081132
當代牙醫診所	台北市復興南路二段88號	227014248
杏福中醫診所	台北市復興南路二段131號	27551587
月馨牙醫診所	台北市復興南路二段一五一巷31號	27554237
怡登牙醫診所	台北市復興南路二段一五一巷39號	7028720
普羅牙醫診所	台北市復興南路二段164號	27050770
窈窕診所	台北市復興南路二段8號	27096458
王品診所	台北市敦化南路1段184號	27788356
敦南諾貝爾眼科診所	台北市敦化南路1段216號	02-27400960
舒麗和牙醫診所	台北市敦化南路1段216號	02-27815353
日亞美牙醫診所	台北市敦化南路1段219號	27713727
小林醫師診所	台北市敦化南路1段225號	27218883
紐曼美學牙醫診所	台北市敦化南路1段228號	02-27528393
夢工場診所	台北市敦化南路1段228號	02-27119998
敦南英爵醫美診所	台北市敦化南路1段236巷20號	02-27312310
九安診所	台北市敦化南路1段259號	27082968
東西診所	台北市敦化南路1段259號	27060216
美式診所	台北市敦化南路1段270巷34號	27213069
陳峙仰診所	台北市敦化南路1段376號	27542658
舊金山牙醫診所	台北市敦化南路2段168號	27328696
敦平診所	台北市敦化南路2段333號	27392029
富霖診所	台北市敦化南路2段333號	27392029
春暘診所	台北市敦化南路2段46號	27019586
永如全方位診所	台北市敦化南路2段46號	27059595
視保眼科診所	台北市敦化南路2段5號	27071765
靖妃中醫診所	台北市敦化南路2段63巷58號	27042328
頂好林耳鼻喉科診所	台北市敦化南路一段160巷50號	227783142
欣漾自然醫學診所	台北市敦化南路一段188號	27783030
蔣曉山整形外科診所	台北市敦化南路一段192號	87738939
貝麗牙醫診所	台北市敦化南路一段192號	27788853
董延齡中醫診所	台北市敦化南路一段200號	227510553
忠孝美麗爾診所	台北市敦化南路一段216號	66366516
脊祥診所	台北市敦化南路一段218號	27713992
紐約醫美診所	台北市敦化南路一段219號	02-27726268
中日牙醫診所	台北市敦化南路一段238巷2號	227783937
御庭中醫診所	台北市敦化南路一段238巷4號	27215353
敦南麗緻牙醫診所	台北市敦化南路一段252巷17號	27313456
萬代福牙醫診所	台北市敦化南路一段270巷12之1號	227211639
信愛牙醫診所	台北市敦化南路一段289號	227066492
誠品診所	台北市敦化南路一段317號	227556012
大安林內科診所	台北市敦化南路一段321號	227083703
敦南生物能牙醫診所	台北市敦化南路一段336號	27000480
杏語心靈診所	台北市敦化南路一段200號	27211526
鍾啟榮皮膚科診所	台北市敦化南路一段200號	27716767
李台生皮膚科診所	台北市敦化南路一段218號	02 27521472
康萊牙醫診所	台北市敦化南路一段319號	227008017
綺色家敦南診所	台北市敦化南路二段128號	27089308
綺色佳診所	台北市敦化南路二段128號	02-27089308
幸園全方位牙醫診所	台北市敦化南路二段174號	227028324
基督復臨安息日會醫療財團法人臺安診所	台北市敦化南路二段76號	2700-2899
天下牙醫診所	台北市敦化南路二段77號	27006603
長青牙醫診所	台北市敦化南路二段88號	227074233
安法診所	台北市敦化南路二段97號	223250505
琳安診所	台北市敦化南路二段128號	２７０８４３００
家安復健科診所	台北市敦化南路二段168號	27353710
尖端診所	台北市敦化南路二段168號	23789734
周大中婦產科診所	台北市敦化南路二段46號	27552757
建豐牙醫診所	台北市雲和街76之1號	223632917
臺灣瑞士診所	台北市新生南路1段155號	23257556
新生全德中醫診所	台北市新生南路1段97巷29號	27110936
德恩中醫診所	台北市新生南路2段2號	23979951
鼎心診所	台北市新生南路2段2號	23279188
佳醫誠樂牙醫診所	台北市新生南路3段98號	23631699
仁本牙醫診所	台北市新生南路一段137巷17號	227032655
誠安牙醫診所	台北市新生南路一段145巷17號	27096701
麗質添生整形外科診所	台北市新生南路一段165巷41號	27000978
潘國輝牙醫診所	台北市新生南路一段95號	27732777
優美診所	台北市新生南路二段2號	23221719
崧漢堂中醫診所	台北市新生南路二段80號	23579111
聯合整形外科診所	台北市新生南路二段8號	23942333
禾馨新生婦幼診所	台北市新生南路三段2號	02-23682333
永峰台北牙醫診所	台北市新生南路三段7之1號	23684618
誠悅牙醫診所	台北市新生南路三段98號	02-23631699
光承牙醫診所	台北市新生南路三段20號	223635118
大學眼科診所	台北市新生南路三段54之3號	223688055
童安牙醫診所	台北市溫州街11巷10號	223919725
華成牙醫診所	台北市溫州街11巷2號	02-23652139
經典牙醫診所	台北市溫洲街47號	227634705
瑞康中醫診所	台北市瑞安街208巷24弄12號	27080053
瑞安廖牙醫診所	台北市瑞安街248號	227025600
弘全牙醫診所	台北市瑞安街280號	227029539
磊磊牙醫診所	台北市瑞安街65號	227090987
敦南心診所	台北市樂利路109號	27331995
伊美診所	台北市樂利路20號	23781225
天仁牙醫診所	台北市樂利路38號	227363926
陳建銓耳鼻喉科診所	台北市樂利路93號	227365811
童兆鯤牙醫診所	台北市樂利路十一巷24號	227398138
聖侯診所	台北市樂業街139號	27350220
鴻安中醫診所	台北市樂業街78號	227321191
璞心牙醫診所	台北市潮州街41號	23916608
常榮牙醫診所	台北市潮州街59巷1之1號	223910811
昇陽中醫診所	台北市潮州街85號	33936980
祥仁牙醫診所	台北市濟南路三段17之1號	27316338
宣品牙醫診所	台北市濟南路三段33號	27783872
三普牙醫診所	台北市臨江街162號	227383398
菲芃時尚醫美診所	台北市羅斯福路2段41號	23410111
羅斯福診所	台北市羅斯福路3段253號	223694964
王群光自然診所	台北市羅斯福路3段271號	23671086
時代中醫診所	台北市羅斯福路3段275號	23690082
主愛心靈診所	台北市羅斯福路3段283巷14弄6號	23651224
一嚴堂中醫診所	台北市羅斯福路3段283巷7弄8號	23688816
輕鬆美膚皮膚科診所	台北市羅斯福路3段301號	23682223
蔡凱宙自然骨科診所	台北市羅斯福路3段309號	23691055
全德中醫診所	台北市羅斯福路3段37號	23682482
長樂中醫診所	台北市羅斯福路二段101巷2之1號	02-23658810
三上牙醫診所	台北市羅斯福路二段105號	223696699
尚品牙醫診所	台北市羅斯福路二段79之1 號	23628288
惠群牙醫診所	台北市羅斯福路二段79號	02-23689595
羅福牙醫診所	台北市羅斯福路二段81巷1號	223625760
羅福中醫診所	台北市羅斯福路二段81巷3號	02-23681161
祥齡牙醫診所	台北市羅斯福路二段99號	223661717
光榮牙醫診所	台北市羅斯福路二段33號	223949939
龍泉牙醫診所	台北市羅斯福路三段117號	223623451
上鵬牙醫診所	台北市羅斯福路三段149號	223622558
亞德牙醫診所	台北市羅斯福路三段171號	223621177
葉明憲小兒科診所	台北市羅斯福路三段191號	223691688
皇家診所	台北市羅斯福路三段227號	23691450
保仁牙醫診所	台北市羅斯福路三段227號	223632401
育生中醫診所	台北市羅斯福路三段261號	223670436
郭儒銓牙醫診所	台北市羅斯福路三段273號	02-23673888
康禾中醫診所	台北市羅斯福路三段275號	23630363
保順牙醫診所	台北市羅斯福路三段283巷13號	223635273
羅釗中醫診所	台北市羅斯福路三段285號	223631945
陳靜宜牙醫診所	台北市羅斯福路三段301號	23632200
張秀玲中醫診所	台北市羅斯福路三段325號	23699800
醫綺美形診所	台北市羅斯福路三段61號	02-23681212
潘淋華中醫診所	台北市羅斯福路三段75號	223625333
世紀丰采整形外科診所	台北市羅斯福路三段191號	23671831
滿意婦產科診所	台北市羅斯福路三段271號	23659191
李穎哲中醫診所	台北市羅斯福路三段297之2號	23661235
陳惠章婦產科家庭醫學科診所	台北市羅斯福路三段261號	83695026
翔麟牙醫診所	台北市羅斯福路三段241號	223639370
王蔚南牙醫診所	台北市羅斯福路三段325號	223636676
國立台灣大學保健中心	台北市羅斯福路四段1號	223638190
博安家庭醫學科診所	台北市麗水街3號	23567066
小太陽牙醫診所	台北市麗水街6之1號	23570908
德美牙醫診所	台北市麗水街8號	33433141
益曼中醫診所	台北市一江街31之1號	25363322
中崙聯合診所	台北市八德路2段303號	227711501
中崙大愛眼科診所	台北市八德路二段245號	227775077
長安內外科診所	台北市八德路二段259號	2711-1000
景福牙醫診所	台北市八德路二段333號	27817602
傅牙醫診所	台北市八德路二段297號	227716701
嚴牙醫診所	台北市大直街34巷5號	225059478
白光牙醫診所	台北市中山北路1段58號	25717127
怡仁診所	台北市中山北路1段82號	25815656
北歐牙醫診所	台北市中山北路2段28之1號	25233363
艾寶莎醫美整形外科診所	台北市中山北路2段31號	25811000
吳寬輝診所	台北市中山北路2段36巷37號	25236238
財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕兒童醫院	台北市中山北路2段92號	02-25433535
禾儒中醫診所	台北市中山北路2段98號	25671380
禾麗診所	台北市中山北路3段45號	25869988
京展美學診所	台北市中山北路一段101號	25117305
張永恭牙醫診所	台北市中山北路一段104號	225416083
東方整形外科診所	台北市中山北路一段122號	225235225
花樣醫美診所	台北市中山北路一段140巷5號	02-25217172
煥儷美形診所	台北市中山北路一段145號	02-25623631
張文乾牙醫診所	台北市中山北路一段58號	225114264
愛家自然診所	台北市中山北路一段66號	02-25231811
生技明生診所	台北市中山北路一段72號	25629666
森森診所	台北市中山北路一段72號	25612927
照安牙醫診所	台北市中山北路一段96巷25號	225715021
蕭繁雄婦產科診所	台北市中山北路二段100號	225416967
中山實美整形外科診所	台北市中山北路二段106之2號	227646921
